MRR Site Info Code,MRR Site Info Name,MRR Site Info RKM Mask,MRR Site Type Name,MRR Site Subbasin Code,MRR Site Subbasin Name,MRR Site Latitude Value,MRR Site Longitude Value,New metric
PRATTC,Pratt Creek - tributary to Lemhi River,522.303.416.023,River,17060204,Lemhi,45.110173,'-113.643043,1
PRD,Priest Rapids Dam,639,Dam,17020016,Upper Columbia-Priest Rapids,46.644339,'-119.910442,1
PRDFBY,PRD - Release into the Forebay within 0.5 km upstream of Dam,639,Intra-Dam Release Site,17020016,Upper Columbia-Priest Rapids,46.644339,'-119.910442,1
PRDGWL,PRD - Release into Gatewell(s),639,Intra-Dam Release Site,17020016,Upper Columbia-Priest Rapids,46.644339,'-119.910442,1
PRDH,Priest Rapids Hatchery,639,Hatchery,17020016,Upper Columbia-Priest Rapids,46.64863,'-119.896702,1
PRDLD1,PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder,639,Intra-Dam Release Site,17020016,Upper Columbia-Priest Rapids,46.644339,'-119.910442,1
PRDMRT,PRD - Mortality Recovery,639,Intra-Dam Release Site,17020016,Upper Columbia-Priest Rapids,46.644339,'-119.910442,1
PRDTAL,PRD - Release into the Tailrace within 0.5 km downstream of Dam,639,Intra-Dam Release Site,17020016,Upper Columbia-Priest Rapids,46.644339,'-119.910442,1
PRO,"Prosser Diversion Dam, Yakima River",539.076,Dam,17030003,Lower Yakima,46.212539,'-119.772663,1
PROFBY,PRO - Release into the Forebay within 0.5 km upstream of Dam,539.076,Intra-Dam Release Site,17030003,Lower Yakima,46.212539,'-119.772663,1
PROH,Prosser Hatchery,539.075,Hatchery,17030003,Lower Yakima,46.214828,'-119.760178,1
PROSRD,Prosser Dam (Archaic - replaced with PRO),539.076,Archaic,17030003,Lower Yakima,46.21253935,'-119.7726628,1
PROSRR,PRO - Release into the Separator Return Flume/Pipe with Direct Return to the River,539.076,Intra-Dam Release Site,17030003,Lower Yakima,46.212539,'-119.772663,1
PROTAL,PRO - Release into the Tailrace within 0.5 km downstream of Dam,539.076,Intra-Dam Release Site,17030003,Lower Yakima,46.212539,'-119.772663,1
PROTRP,Prosser Trap (Archaic),539.076,Archaic,17030003,Lower Yakima,,,1
PURDUC,"Purdue Creek, Potlatch River watershed",522.224.024.080,River,17060306,Clearwater,46.89746,'-116.358115,1
PWD,"Powerdale Dam, Hood River",273.007,Dam,17070105,Middle Columbia-Hood,45.665,'-121.523597,1
PWDFBY,PWD - Release into the Forebay within 0.5 km upstream of Dam,273.007,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.665,'-121.523597,1
QKASPC,"Quaking Asp Creek, Lemhi River Basin",522.303.416.092.021,River,17060204,Lemhi,44.724215,'-113.152393,1
QRTZC,Quartz Creek - Tributary to Little Naches River,539.187.072.005,River,17030002,Naches,47.047038,'-121.100999,1
RAMSYC,"Ramsey Creek, Fifteen Mile Creek Watershed",309.056,River,17070105,Middle Columbia-Hood,45.404595,'-121.340673,1
RAPH,Rapid River Hatchery,522.303.140.007.006,Hatchery,17060210,Little Salmon,45.353681,'-116.394575,1
RAPIDR,"Rapid River, Little Salmon River",522.303.140.007,River,17060210,Little Salmon,45.251471,'-116.436547,1
RAPIWF,West Fork Rapid River,522.303.140.007.012,River,17060210,Little Salmon,45.285897,'-116.506455,1
RAPR,"Rapid River, Middle Fork Salmon River",522.303.319.124,River,17060205,Upper Middle Fork Salmon,44.619877,'-115.058148,1
RATTLC,Rattlesnake Creek,271.012,River,17070105,Middle Columbia-Hood,45.86859,'-121.356358,1
RCK5RF,Righthand Fork Rock Creek - Tributary to Rock Creek,539.187.054.002,River,17030002,Naches,46.923396,'-120.935444,1
REDFL,Redfish Lake,522.303.615.005,Other,17060201,Upper Salmon,44.117081,'-114.931710,1
REDFLC,Redfish Lake Creek,522.303.615,River,17060201,Upper Salmon,44.095786,'-114.962502,1
REDMOC,"Redmont Creek, tributary to Little Sheep Creek, Imnaha drainage",522.308.032.005.040,River,17060102,Imnaha,45.241891,'-117.110419,1
REDP,Red River Rearing Pond,522.224.120.101.027,Acclimation Pond,17060305,South Fork Clearwater,45.710664,'-115.346500,1
REDR,Red River,522.224.120.101,River,17060305,South Fork Clearwater,45.710066,'-115.354049,1
REDRSF,South Fork Red River,522.224.120.101.028,River,17060305,South Fork Clearwater,45.658133,'-115.390493,1
REDTRP,Red River Trap,522.224.120.101.006,Trap or Weir,17060305,South Fork Clearwater,45.79385,'-115.434575,1
REECEC,"Reecer Creek, Tributary to Yakima River",539.248,River,17030001,Upper Yakima,47.095447,'-120.586835,1
RELIEC,Relief Creek,522.224.120.094.013,River,17060305,South Fork Clearwater,45.730104,'-115.484816,1
RESVRC,"Reservoir Creek, Lemhi River Basin",522.303.416.092.019,River,17060204,Lemhi,44.707308,'-113.127117,1
REYNOC,"Reynolds Creek, tributary to John Day River",351.43,River,17070201,Upper John Day,44.421378,'-118.510894,1
RGRSPC,"Roger's Spring Creek, Middle Fork Hood River",273.023.005,River,17070105,Middle Columbia-Hood,45.524123,'-121.620900,1
RI2BYP,RIS - Release into the PH2 Juvenile Facility Bypass Flume/Pipe,730,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,47.343278,'-120.093300,1
RICEC,"Rice Creek, SF Salmon River",522.303.215.129,River,17060208,South Fork Salmon,44.547345,'-115.640398,1
RICEIS,Rice Island,34,Avian Colony,17080006,Lower Columbia,46.251223,'-123.705332,1
RICHIS,"Richland Island, Columbia River",545,Avian Colony,17020016,Upper Columbia-Priest Rapids,46.313711,'-119.253754,1
RINH,Ringold Hatchery,567,Hatchery,17020016,Upper Columbia-Priest Rapids,46.513253,'-119.258887,1
RIS,Rock Island Dam,730,Dam,17020010,Upper Columbia-Entiat,47.343278,'-120.093300,1
RISFWC,Rock Island Forebay Waterbird Colony,730,Avian Colony,17020010,Upper Columbia-Entiat,47.34357,'-120.099126,1
RISMRT,RIS - Mortality Recovery,730,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,47.343278,'-120.093300,1
RISTAL,RIS - Release into the Tailrace within 0.5 km downstream of Dam,730,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,47.343278,'-120.093300,1
RIVERP,Riverside Acclimation Pond,858.064,Acclimation Pond,17020006,Okanogan,48.495093,'-119.489821,1
RLCTRP,Redfish Lake Creek Trap,522.303.615.003,Trap or Weir,17060201,Upper Salmon,44.150301,'-114.913989,1
ROARC,"Roaring Creek, Entiat River Basin",778.01,River,17020010,Upper Columbia-Entiat,47.6749,'-120.406128,1
ROBU,Round Butte Hatchery,*,Hatchery,17070306,Lower Deschutes,44.605498,'-121.277242,1
ROCK2C,"Rock Creek, Columbia River (WA)",368,River,17070101,Middle Columbia-Lake Wallula,45.847152,'-120.533616,1
ROCK3C,"Rock Creek, tributary to Chiwawa River",754.077.035,River,17020011,Wenatchee,48.032966,'-120.764284,1
ROCK4C,"Rock Creek, tributary to John Day River",351.034,River,17070204,Lower John Day,45.279538,'-120.035992,1
ROCK5C,"Rock Creek, Tributary to Naches River",539.187.054,River,17030002,Naches,46.881793,'-120.977692,1
ROCKC,"Rock Creek, tributary to East Fork Lewis River",140.006.042,River,17080002,Lewis,46.013684,'-122.461492,1
ROCKIS,"Rock Island, Columbia River near Boardman, OR.",441,Avian Colony,17070101,Middle Columbia-Lake Wallula,45.909109,'-119.629172,1
ROGUER,ROGUE RIVER,~~~,River,N/A,,42.481,'-124.330000,1
ROLFIP,"Rolfing Acclimation Pond, Wenatchee River Basin",754.089.021,Acclimation Pond,17020011,Wenatchee,47.78504,'-120.878984,1
ROSAD,Roza Dam (Archaic - replaced with ROZ),539.206,Archaic,17030001,Upper Yakima,46.74906376,'-120.4657655,1
ROU,Round Butte Dam,328.177,Dam,17070306,Lower Deschutes,44.603392,'-121.277395,1
ROUFTF,ROU - Release into the Fish Transfer Facility,328.177,Intra-Dam Release Site,17070306,Lower Deschutes,44.603392,'-121.277395,1
ROUTAL,ROU - Release into the Tailrace within 0.5 km downstream of Dam,328.177,Intra-Dam Release Site,17070306,Lower Deschutes,44.603392,'-121.277395,1
ROZ,Roza Dam,539.206,Dam,17030001,Upper Yakima,46.749064,'-120.465766,1
ROZBYP,ROZ - Release into the Facility Bypass Flume/Pipe,539.206,Intra-Dam Release Site,17030001,Upper Yakima,46.749064,'-120.465766,1
ROZFBY,ROZ - Release into the Forebay within 0.5 km upstream of Dam,539.206,Intra-Dam Release Site,17030001,Upper Yakima,46.749064,'-120.465766,1
ROZLDR,ROZ - Release into the Adult Fish Ladder,539.206,Intra-Dam Release Site,17030001,Upper Yakima,46.749064,'-120.465766,1
ROZTAL,ROZ - Release into the Tailrace within 0.5 km downstream of Dam,539.206,Intra-Dam Release Site,17030001,Upper Yakima,46.749064,'-120.465766,1
RPDTRP,Rapid River Smolt Trap,522.303.140.007.006,Trap or Weir,17060210,Little Salmon,45.358413,'-116.388038,1
RRE,Rocky Reach Dam,763,Dam,17020010,Upper Columbia-Entiat,47.533119,'-120.294243,1
RREBYP,RRE - Release into the Facility Bypass Flume/Pipe,763,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,47.533119,'-120.294243,1
RRERRR,RRE - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,763,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,47.533119,'-120.294243,1
RRETAL,RRE - Release into the Tailrace within 0.5 km downstream of Dam,763,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,47.533119,'-120.294243,1
RSNAKC,Rattlesnake Creek- Naches Subbasin,539.187.045,River,17030002,Naches,46.790364,'-121.140945,1
RSNANF,North Fork Rattlesnake Creek - Tributary to Rattlesnake Creek,539.187.045.012,River,17030002,Naches,46.841579,'-121.172834,1
RSSNIS,"Russian Island, Columbia River Estuary",36,Other,17080006,Lower Columbia,46.191089,'-123.656314,1
RUBYC,"Ruby Creek, Secesh River",522.303.215.059.048,River,17060208,South Fork Salmon,45.219948,'-115.878038,1
RUNNIC,Running Creek,522.224.120.037.253,River,17060301,Upper Selway,45.849422,'-114.937848,1
RUSHC,"Rush Creek, tributary of Big Creek, Middle Fork Salmon River",522.303.319.029.011,River,17060206,Lower Middle Fork Salmon,45.048104,'-114.981797,1
RUSHWF,"West Fork Rush Creek, Big Creek watershed, MF Salmon River",522.303.319.029.011.013,River,17060206,Lower Middle Fork Salmon,45.059021,'-115.035739,1
RYANC,"Ryan Creek, Umatilla River",465.132,River,17070103,Umatilla,45.672991,'-118.303647,1
SABEC,Sabe Creek,522.303.272,River,17060207,Middle Salmon-Chamberlain,45.590146,'-114.965723,1
SACRMR,SACRAMENTO RIVER,~~~,River,N/A,,40.152,'-122.199000,1
SAEFSF,East Fork South Fork Salmon River,522.303.215.060,River,17060208,South Fork Salmon,44.96969,'-115.477062,1
SALEFT,East Fork Salmon River Trap,522.303.552.029,Trap or Weir,17060201,Upper Salmon,44.118413,'-114.428956,1
SALEFW,East Fork Salmon River Weir (Archaic - use SALEFT),522.303.552.030,Archaic,17060201,Upper Salmon,44.11841284,'-114.4289557,1
SALMF1,Middle Fork Salmon River - mouth to Loon Creek (km 0-73),522.303.319,River Segment,17060206,Lower Middle Fork Salmon,45.037626,'-114.725253,1
SALMF2,Middle Fork Salmon River - Loon Creek to headwaters (km 73-170),522.303.319,River Segment,17060205,Upper Middle Fork Salmon,44.698474,'-115.149666,1
SALMOC,Salmon Creek (tributary to Okanogan River),858.041,River,17020006,Okanogan,48.446022,'-119.666279,1
SALR,SALMON RIVER (ARCHAIC - REPLACED WITH REACH-SPECIFIC DEFINITIONS),522.303,Archaic,N/A,,,,1
SALR1,Salmon River - mouth to above French Creek (km 0-171),522.303,River Segment,17060209,Lower Salmon,45.764208,'-116.324150,1
SALR2,Salmon River - above French Creek to Middle Fork Salmon River (km 171-319),522.303,River Segment,17060207,Middle Salmon-Chamberlain,45.533227,'-115.286501,1
SALR3,Salmon River - Middle Fork Salmon River to Pahsimeroi River (km 319-489),522.303,River Segment,17060203,Middle Salmon-Panther,45.266737,'-113.901014,1
SALR4,Salmon River - Pahsimeroi River to headwaters (km 489-650),522.303,River Segment,17060201,Upper Salmon,44.25448,'-114.610498,1
SALREF,East Fork Salmon River,522.303.552,River,17060201,Upper Salmon,44.128783,'-114.418674,1
SALRMF,Middle Fork Salmon River (Archaic - replaced with reach-specific definitions),522.303.319,Archaic,17060206,Lower Middle Fork Salmon,,,1
SALRNF,North Fork Salmon River,522.303.381,River,17060203,Middle Salmon-Panther,45.549029,'-113.936571,1
SALRSF,South Fork Salmon River,522.303.215,River,17060208,South Fork Salmon,44.928152,'-115.743296,1
SALSFW,South Fork Salmon River Weir,522.303.215.115,Trap or Weir,17060208,South Fork Salmon,44.666874,'-115.702953,1
SALTC,"Salt Creek, tributary to Big Sheep Creek, Imnaha drainage",522.308.032.053,River,17060102,Imnaha,45.199594,'-117.067885,1
SALTRP,Salmon Trap,522.303.103,Trap or Weir,17060209,Lower Salmon,45.662926,'-116.292211,1
SANPR,Sanpoil River,981,River,17020004,Sanpoil,48.330144,'-118.744290,1
SANPWF,West Fork Sanpoil River,981.076,River,17020004,Sanpoil,48.519084,'-118.908882,1
SANTIR,"Santiam River, Oregon",163.174,River,17090005,North Santiam,44.736986,'-123.057854,1
SATUSC,"Satus Creek, Yakima River",539.112,River,17030003,Lower Yakima,46.185887,'-120.491657,1
SAWT,Sawtooth Hatchery,522.303.617,Hatchery,17060201,Upper Salmon,44.150681,'-114.883659,1
SAWTRP,Sawtooth Trap,522.303.617,Trap or Weir,17060201,Upper Salmon,44.148,'-114.883700,1
SCAPPB,"Scappoose Bay, Oregon",139.003,River,17090012,Lower Willamette,45.822205,'-122.839320,1
SCAPPC,Scappoose Creek,139.003.004,River,17090012,Lower Willamette,45.791904,'-122.850944,1
SCHAFC,"Schafer Creek, Klickitat River Basin",290.063.003,River,17070106,Klickitat,46.033674,'-121.079862,1
SECESR,Secesh River,522.303.215.059,River,17060208,South Fork Salmon,45.151953,'-115.796847,1
SECTRP,Secesh River Screw Trap,522.303.215.059.007,Trap or Weir,17060208,South Fork Salmon,45.059432,'-115.756690,1
SEGRBL,Seatons Grove Boat Launch,940,Other,17020005,Chief Joseph,48.035705,'-118.971633,1
SELWY1,Selway River - mouth to Moose Creek (km 0-65),522.224.120.037,River Segment,17060302,Lower Selway,46.043237,'-115.276376,1
SELWY2,Selway River - Moose Creek to headwaters (km 65-147),522.224.120.037,River Segment,17060301,Upper Selway,45.810053,'-114.758036,1
SELWYR,SELWAY RIVER (ARCHAIC - REPLACED WITH REACH-SPECIFIC DEFINITIONS),522.224.120.037,Archaic,N/A,,,,1
SERH,"Sea Resources Hatchery (Chinook River, Washington)",6.006,Hatchery,17080006,Lower Columbia,46.269466,'-123.931774,1
SFCHEW,South Fork Chewelah Creek,1121.073.003,River,17020003,Colville,48.336448,'-117.630025,1
SFLBC,South Fork Little Boulder Creek,1031.039.008,River,17020002,Kettle,48.892217,'-118.309342,1
SFSRKT,South Fork Salmon Trap at Krassel,522.303.215.063,Trap or Weir,17060208,South Fork Salmon,44.9898,'-115.724900,1
SFSTRP,SF Salmon River Trap (Archaic - replaced with SALRSF or KNOXB),522.303.215.118,Archaic,17060208,South Fork Salmon,44.65551546,'-115.7023954,1
SGOLDC,"South Fork Gold Creek, Methow River watershed",843.035.002,River,17020008,Methow,48.125027,'-120.171821,1
SHATFD,"Shatford Creek, tributary to Shingle Creek (Canada)",858.105.009,River,17020006,Okanogan,49.414915,'-119.810390,1
SHEEPC,Sheep Creek,522.303.188,River,17060207,Middle Salmon-Chamberlain,45.556731,'-115.773533,1
SHEPC,"Sheep Creek, Middle Fork Salmon River",522.303.319.049,River,17060206,Lower Middle Fork Salmon,44.920231,'-114.816863,1
SHERFT,"Sherars Falls Fishway Trap, Deschutes River",328.071,Trap or Weir,17070306,Lower Deschutes,45.2567,'-121.039600,1
SHIMC,"Shimmihorn Creek, Umatilla River",465.145.008,River,17070103,Umatilla,45.631362,'-118.199191,1
SHINGC,Shingle Creek - tributary to Okanagan River (Canada),858.195,River,17020006,Okanogan,49.503792,'-119.740968,1
SHP,Swift Hydroelectric Project,140.07,Dam,17080002,Lewis,46.063166,'-122.197871,1
SHPFBY,SHP - Release into the Forebay within 0.5 km upstream of Dam,140.07,Intra-Dam Release Site,17080002,Lewis,46.063166,'-122.197871,1
SHPTAL,SHP - Release into the Tailrace within 0.5 km downstream of Dam,140.07,Intra-Dam Release Site,17080002,Lewis,46.063166,'-122.197871,1
SHTIKC,"Shitike Creek, Deschutes River Basin",328.155,River,17070306,Lower Deschutes,44.764297,'-121.508243,1
SHUTTC,Shuttleworth Creek - tributary to Okanagan River (Canada),858.175,River,17020006,Okanogan,49.330385,'-119.436710,1
SILVEC,"Silver Creek, tributary to Entiat River",778.053,River,17020010,Upper Columbia-Entiat,47.987695,'-120.519522,1
SIMCNF,"North Fork Simcoe Creek, Toppenish Creek drainage",539.130.053.030,River,17030003,Lower Yakima,46.443073,'-120.982248,1
SIMCOC,"Simcoe Creek, Toppenish Creek drainage",539.130.053,River,17030003,Lower Yakima,46.385609,'-120.749038,1
SIMILP,Similkameen Acclimation Pond (replaces archaic SIMP),858.119.008,Acclimation Pond,17020007,Similkameen,48.920456,'-119.443537,1
SIMILR,Similkameen River,858.119,River,17020007,Similkameen,48.98607,'-119.613005,1
SIMP,Similkameen Pond (Archaic - replaced by SIMILP),941.121.008,Archaic,17020007,Similkameen,48.92045594,'-119.4435368,1
SKA,Skaha Dam,858.177,Dam,17020006,Okanogan,49.344503,'-119.580079,1
SKAHAL,Skaha Lake,858.18,Other,17020006,Okanogan,49.410097,'-119.585414,1
SKAM,"Skamania Hatchery, WDFW",193.024.001,Hatchery,17080001,Lower Columbia-Sandy,45.621386,'-122.217237,1
SKATAL,SKA - Release into the Tailrace within 0.5 km downstream of Dam,858.177,Intra-Dam Release Site,17020006,Okanogan,49.344503,'-119.580079,1
SKIPAR,Skipanon River,13.003,River,17080006,Lower Columbia,46.133509,'-123.920905,1
SKIPAW,Skipanon Waterway,13,River,17080006,Lower Columbia,46.176388,'-123.910822,1
SKOKNF,North Fork Skokomish River,***,River,17110017,Skokomish,47.488181,'-123.289358,1
SLAT2C,"Slate Creek, upper Salmon River",522.303.576,River,17060201,Upper Salmon,44.192327,'-114.606695,1
SLATEC,"Slate Creek, lower Salmon River",522.303.106,River,17060209,Lower Salmon,45.632062,'-116.089062,1
SLFTIS,Sheepy Lake Floating Tern Island,___,Avian Colony,18010204,Lost,41.96765,'-121.791819,1
SMILEC,Smiley Creek,522.303.644,River,17060201,Upper Salmon,43.853,'-114.807733,1
SMITHC,"Smith Creek, Big Creek watershed, MF Salmon River",522.303.319.029.054,River,17060206,Lower Middle Fork Salmon,45.185532,'-115.358597,1
SNAKE1,Snake River - mouth to Palouse River (km 0-96),522,River Segment,17060110,Lower Snake,46.431881,'-118.638558,1
SNAKE2,Snake River - Palouse River to Clearwater River (km 96-224),522,River Segment,17060107,Lower Snake-Tucannon,46.68055,'-117.550122,1
SNAKE3,Snake River - Clearwater River to Salmon River (km 224-303),522,River Segment,17060103,Lower Snake-Asotin,46.133984,'-116.938329,1
SNAKE4,Snake River - Salmon River to Hells Canyon Dam (km 303-397),522,River Segment,17060101,Hells Canyon,45.59521,'-116.470141,1
SNAKER,SNAKE RIVER (ARCHAIC - REPLACED WITH REACH-SPECIFIC DEFINITIONS),522,Archaic,N/A,,,,1
SNANAC,South Nanamkin Creek - tributary to Sanpoil River,981.053,River,17020004,Sanpoil,48.272144,'-118.782111,1
SNDTAP,"Sandtrap Acc. Ponds, EF Hood River",273.023.010,Acclimation Pond,17070105,Middle Columbia-Hood,45.515395,'-121.566008,1
SNKTRP,Snake Trap,522.225,Trap or Weir,17060103,Lower Snake-Asotin,46.420697,'-117.035851,1
SNOSLC,"Snowslide Creek, Big Creek watershed, MF Salmon River",522.303.319.029.038.009,River,17060206,Lower Middle Fork Salmon,45.065614,'-115.214847,1
SNYDEC,"Snyder Creek, Klickitat River",290.023,River,17070106,Klickitat,45.841829,'-121.219142,1
SPALD,"Spalding, Clearwater River",522.224.018,Avian Colony,17060306,Clearwater,46.4494,'-116.823300,1
SPOKR1,Spokane River - mouth to Hangman Creek (km 0-121),1020,River Segment,17010307,Lower Spokane,,,1
SPOKR2,Spokane River - Hangman Creek to Coeur d'Alene Lake (km 121-183),1020,River Segment,17010305,Upper Spokane,,,1
SPRAGL,"Sprague Lake, Washington",___,Avian Colony,17060108,Palouse,47.24674,'-118.084856,1
SPRC,Spring Creek National Fish Hatchery,269,Hatchery,17070105,Middle Columbia-Hood,45.7279,'-121.543200,1
SPRF,Springfield Fish Hatchery,*,Hatchery,17040206,American Falls,43.0609,'-112.658100,1
SQAW2C,"Squaw Creek, Salmon River",522.303.564,River,17060201,Upper Salmon,44.351905,'-114.483024,1
SQAW3C,"Squaw Creek, Rock Creek (WA) watershed, Columbia River",368.014,River,17070101,Middle Columbia-Lake Wallula,45.874677,'-120.433150,1
SQAW4C,"Squaw Creek, Middle Fork John Day River Basin",351.298.052.114,River,17070203,Middle Fork John Day,44.531946,'-118.408091,1
SQAWC,"Squaw Creek, Umatilla River",465.124,River,17070103,Umatilla,45.619928,'-118.420326,1
SQUAWC,"Squaw Creek, Lochsa River",522.224.120.037.096,River,17060303,Lochsa,46.540771,'-114.863123,1
SQUAWP,Squaw Creek Acclimation Pond,522.303.564.001,Acclimation Pond,17060201,Upper Salmon,44.258,'-114.457300,1
SSANTR,"South Santiam River, Oregon",163.174.019,River,17090006,South Santiam,44.40112,'-122.737861,1
SSD,Sunnyside Dam,539.167,Dam,17030003,Lower Yakima,46.497662,'-120.444971,1
SSDSRR,SSD - Release into the Separator Return Flume/Pipe with Direct Return to the River,539.167,Intra-Dam Release Site,17030003,Lower Yakima,46.497662,'-120.444971,1
SSDTAL,SSD - Release into the Tailrace within 0.5 km downstream of Dam,539.167,Intra-Dam Release Site,17030003,Lower Yakima,46.497662,'-120.444971,1
SSIDEC,Sunnyside Canal - headgate to diversion screen (km 000-001),539.167,River,17030003,Lower Yakima,46.497805,'-120.442871,1
SSIDES,Sunnyside Screen (Archaic - use SSIDEC),539.167.001,Archaic,17030003,Lower Yakima,,,1
STAFFC,Stafford Creek - Tributary to North Fork Teanaway River,539.284.017.013,River,17030001,Upper Yakima,47.375319,'-120.807507,1
STANLC,Stanley Lake Creek,522.303.609.009,River,17060201,Upper Salmon,44.233717,'-115.086981,1
STANLE,Stanley; Gage 2945 (Archaic - use SALR4),522.303.609,Archaic,17060201,Upper Salmon,,,1
STAPAC,"Stapaloop Creek, in Okanogan River basin",858.052.022,River,17020006,Okanogan,48.405933,'-119.270346,1
STFH,Spokane Tribal Hatchery,1020.057.007.001,Hatchery,17010307,Lower Spokane,47.906102,'-117.855624,1
STMARP,St Marys Acclimation Pond,858.052.010,Acclimation Pond,17020006,Okanogan,48.366336,'-119.445634,1
STOLP,Stolle Pond,522.303.215.125,Acclimation Pond,17060208,South Fork Salmon,44.630872,'-115.696924,1
STOR2C,"Stormy Creek, tributary to Entiat River",778.031,River,17020010,Upper Columbia-Entiat,47.852262,'-120.368143,1
STORMC,Storm Creek,522.224.120.037.113.016,River,17060303,Lochsa,46.51938,'-114.495044,1
SUGARC,"Sugar Creek, SF Salmon River Basin",522.303.215.060.043,River,17060208,South Fork Salmon,44.947289,'-115.279532,1
SUL,"Sullivan Hydroelectric Plant, Willamette Falls",163.043,Dam,17090007,Middle Willamette,45.353119,'-122.617889,1
SULBPS,SUL - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector,163.043,Intra-Dam Release Site,17090007,Middle Willamette,45.353119,'-122.617889,1
SULBYP,SUL - Release into the Facility Bypass Flume/Pipe,163.043,Intra-Dam Release Site,17090007,Middle Willamette,45.353119,'-122.617889,1
SULFBY,SUL - Release into the Forebay within 0.5 km upstream of Dam,163.043,Intra-Dam Release Site,17090007,Middle Willamette,45.353119,'-122.617889,1
SULFDS,SUL - Release above the Fish Diversion Screen,163.043,Intra-Dam Release Site,17090007,Middle Willamette,45.353119,'-122.617889,1
SULFUC,"Sulphur Creek, Middle Fork Salmon River",522.303.319.150,River,17060205,Upper Middle Fork Salmon,44.547847,'-115.402148,1
SULSEP,SUL - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,163.043,Intra-Dam Release Site,17090007,Middle Willamette,45.353119,'-122.617889,1
SULTRB,SUL - Release into Turbine(s),163.043,Intra-Dam Release Site,17090007,Middle Willamette,45.353119,'-122.617889,1
SUMI2C,"Summit Creek, Middle Fork John Day River Basin",351.298.052.114,River,17070203,Middle Fork John Day,44.575194,'-118.369863,1
SUMI3C,"Summit Creek, Klickitat River Basin",290.06,River,17070106,Klickitat,46.039623,'-121.019781,1
SUMITC,"Summit Creek, Secesh River Basin",522.303.215.059.045,River,17060208,South Fork Salmon,45.207626,'-115.945498,1
SWALEC,Swale Creek - tributary to Klickitat River,290.028,River,17070106,Klickitat,45.73176,'-120.947397,1
SWAUKC,"Swauk Creek, tributary to Yakima River",539.274,River,17030001,Upper Yakima,47.255534,'-120.695510,1
SWEETC,"Sweetwater Creek, Lapwai Creek watershed",522.224.019.010,River,17060306,Clearwater,46.31885,'-116.846653,1
SWLWPK,"Swallows Park, Snake River at Clarkston, WA.",522.229,Avian Colony,17060103,Lower Snake-Asotin,46.384658,'-117.046703,1
SWSP,Sweetwater Springs Rearing Facility,*,Acclimation Pond,17060306,Clearwater,46.2296,'-116.853500,1
TANESF,South Fork Taneum Creek - Tributary to Taneum Creek,539.271.020,River,17030001,Upper Yakima,47.091946,'-121.011464,1
TANEUC,"Taneum Creek, Yakima River Basin",539.271,River,17030001,Upper Yakima,47.089711,'-120.820064,1
TANNEC,"Tanner Creek, Columbia River below Bonneville Dam",232,River,17080001,Lower Columbia-Sandy,45.589515,'-121.944972,1
TDA,The Dalles Dam,308,Dam,17070105,Middle Columbia-Hood,45.613643,'-121.133430,1
TDAICE,TDA - Release into the Ice/Trash Sluiceway,308,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.613643,'-121.133430,1
TDAMRT,TDA - Mortality Recovery,308,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.613643,'-121.133430,1
TDASPF,TDA - Release into the Forebay within 0.5 km upstream of Spillway,308,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.613643,'-121.133430,1
TDASPL,TDA - Release directly into Spill Bay(s),308,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.613643,'-121.133430,1
TDASPT,TDA - Release into the Tailrace within 0.5 km downstream of Spillway,308,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.613643,'-121.133430,1
TDATAL,TDA - Release into the Tailrace within 0.5 km downstream of Dam,308,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.613643,'-121.133430,1
TDATRB,TDA - Release into Turbine(s),308,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.613643,'-121.133430,1
TEANAR,Teanaway River,539.284,River,17030001,Upper Yakima,47.22304,'-120.797397,1
TEANMF,Middle Fork Teanaway River,539.284.020,River,17030003,Lower Yakima,47.333666,'-120.953309,1
TEANWF,West Fork Teanaway River,539.284.020,River,17030003,Lower Yakima,47.302715,'-121.016041,1
TENMC2,"Tenmile Creek, tributary to Snake River",522.237,River,17060103,Lower Snake-Asotin,46.19525,'-117.041854,1
TENMIC,Tenmile Creek,522.224.120.076,River,17060305,South Fork Clearwater,45.712989,'-115.674990,1
TENNAI,"Tenasillahe Island, lower Columbia River",60,Other,17080003,Lower Columbia-Clatskanie,46.227205,'-123.454245,1
TEPEEC,"Tepee Creek, Klickitat River Basin",290.063.016,River,17070106,Klickitat,46.180792,'-121.024592,1
